square,full_total,full_missing,train_mean,train_std,train_cv,train_median,train_p99,train_max,train_zero_count,train_acf_1,train_acf_144,train_weekday_mean,train_weekend_mean,weekend_over_weekday
5161,12682672.86086798,0,1511.417170677449,1389.8271805419342,0.9195523297641144,1035.7217092734018,5509.106134157636,8044.070569441476,0,0.9824595021969783,0.8936097362019895,1356.5192080735674,1847.0294229858594,1.3615947433644378
5059,11091868.876526536,0,1342.6043226241611,956.7267753139997,0.7125902689215599,1107.156046972152,3259.977937839903,4666.120339234282,0,0.9717530804735828,0.9119586679070552,1429.4275346689308,1154.487363193827,0.8076571460904574
5259,10436792.131817944,0,1314.1242884168532,1119.387710830919,0.8518126639143574,766.9659911529409,3759.5818279784658,4442.095768047928,0,0.9891868566227935,0.6688666299535843,1611.0476426822577,670.7903541751439,0.4163690361498775
4159,2440715.0406939583,0,317.21014310083063,187.92627948706615,0.5924346480538947,240.7474958669257,748.4555221097032,940.8911808690987,0,0.9692673357177539,0.7429116732714841,370.6670665090087,201.38680904977815,0.5433091505713353
4556,4537459.802958952,0,582.4465549650089,252.4868374338656,0.43349357169609154,568.8905977996687,1307.4598486901357,1868.741971499012,0,0.9430708430789235,0.7693421291409214,557.9077167812165,635.6140376965589,1.1392816743307654
